"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"266",9,"Ty Johnson",BUF,"RB79","7","-","-","2 out of 5 stars","+14"
"267",9,"LeQuint Allen Jr.",JAC,"RB80","7","2 out of 5","4 out of 5","4 out of 5 stars","+38"
"268",9,"Michael Penix Jr.",ATL,"QB32","11","2 out of 5","5 out of 5","4 out of 5 stars","-14"
"269",9,"Wil Lutz",DEN,"K16","10","-","-","1 out of 5 stars","-18"
"270",9,"Tyquan Thornton",KC,"WR94","5","2 out of 5","5 out of 5","2 out of 5 stars","-"
"271",9,"Kirk Cousins",LV,"QB33","13","2 out of 5","4 out of 5","1 out of 5 stars","-9"
"272",9,"Chimere Dike",TEN,"WR95","9","1 out of 5","5 out of 5","3 out of 5 stars","-"
"273",9,"Caleb Douglas",MIA,"WR96","6","3 out of 5","4 out of 5","3 out of 5 stars","-51"
"274",9,"Darius Slayton",NYG,"WR97","8","2 out of 5","4 out of 5","4 out of 5 stars","-"
"275",9,"DJ Giddens",IND,"RB81","13","2 out of 5","4 out of 5","4 out of 5 stars","-"
"276",9,"Christian Kirk",SF,"WR98","8","2 out of 5","4 out of 5","2 out of 5 stars","-"
"277",9,"Deshaun Watson",CLE,"QB34","11","1 out of 5","5 out of 5","4 out of 5 stars","-20"
"278",9,"Will Reichard",MIN,"K17","6","-","-","2 out of 5 stars","-73"
"279",9,"Seth McGowan",IND,"RB82","13","4 out of 5","4 out of 5","4 out of 5 stars","+15"
"280",9,"Shedeur Sanders",CLE,"QB35","11","3 out of 5","4 out of 5","4 out of 5 stars","-15"
"281",9,"Xavier Legette",CAR,"WR99","5","2 out of 5","4 out of 5","2 out of 5 stars","-"
"282",9,"Mason Taylor",NYJ,"TE33","13","1 out of 5","4 out of 5","4 out of 5 stars","-"
"283",9,"Kendre Miller",NO,"RB83","8","2 out of 5","4 out of 5","3 out of 5 stars","-"
"284",9,"Marvin Mims Jr.",DEN,"WR100","10","3 out of 5","4 out of 5","2 out of 5 stars","-"
"285",9,"Atlanta Falcons",ATL,"DST17","11","-","-","4 out of 5 stars","-27"
"286",9,"San Francisco 49ers",SF,"DST18","8","-","-","3 out of 5 stars","-70"
"287",9,"Elijah Sarratt",BAL,"WR101","13","4 out of 5","4 out of 5","4 out of 5 stars","-"
"288",9,"Emari Demercado",KC,"RB84","5","1 out of 5","5 out of 5","3 out of 5 stars","+20"
"289",9,"Theo Johnson",NYG,"TE34","8","1 out of 5","5 out of 5","3 out of 5 stars","+8"
"290",9,"Adam Randall",BAL,"RB85","13","4 out of 5","4 out of 5","3 out of 5 stars","+26"
"291",9,"Devin Neal",NO,"RB86","8","2 out of 5","4 out of 5","3 out of 5 stars","-"
"292",9,"Cyrus Allen",KC,"WR102","5","4 out of 5","4 out of 5","2 out of 5 stars","-80"
"293",9,"Brashard Smith",KC,"RB87","5","-","-","3 out of 5 stars","-"
"294",9,"Devin Singletary",NYG,"RB88","8","1 out of 5","5 out of 5","4 out of 5 stars","-27"
"295",9,"Eli Stowers",PHI,"TE35","10","4 out of 5","4 out of 5","4 out of 5 stars","-25"
"296",9,"Trevor Etienne",CAR,"RB89","5","-","-","1 out of 5 stars","-"
"297",9,"Kyle Williams",NE,"WR103","11","3 out of 5","4 out of 5","2 out of 5 stars","-"
"298",9,"Hollywood Brown",PHI,"WR104","10","-","-","4 out of 5 stars","-"
"299",10,"Tahj Brooks",CIN,"RB90","6","-","-","2 out of 5 stars","-"
"300",10,"New Orleans Saints",NO,"DST19","8","-","-","5 out of 5 stars","-"
"301",10,"Mack Hollins",NE,"WR105","11","-","-","2 out of 5 stars","-"
"302",10,"Trey Benson",ARI,"RB91","14","1 out of 5","5 out of 5","2 out of 5 stars","-2"
"303",10,"Kaleb Johnson",PIT,"RB92","9","2 out of 5","5 out of 5","2 out of 5 stars","-18"
"304",10,"Mike Gesicki",CIN,"TE36","6","-","-","3 out of 5 stars","-17"
"305",10,"Jarquez Hunter",MIA,"RB93","6","-","-","3 out of 5 stars","-"
"306",10,"Jerome Ford",WAS,"RB94","7","2 out of 5","4 out of 5","4 out of 5 stars","-"
"307",10,"Isaac Guerendo",SF,"RB95","8","-","-","2 out of 5 stars","-"
"308",10,"Isaiah Bond",CLE,"WR106","11","-","-","3 out of 5 stars","-"
"309",10,"Audric Estime",NO,"RB96","8","-","-","3 out of 5 stars","-"
"310",10,"Skyler Bell",BUF,"WR107","7","-","-","4 out of 5 stars","-"
"311",10,"Jaleel McLaughlin",DEN,"RB97","10","-","-","2 out of 5 stars","-"
"312",10,"Indianapolis Colts",IND,"DST20","13","-","-","5 out of 5 stars","-"
"313",10,"Charlie Smyth",NO,"K18","8","-","-","5 out of 5 stars","-"
"314",10,"Chicago Bears",CHI,"DST21","10","-","-","2 out of 5 stars","-95"
"315",10,"Brandon Aiyuk",SF,"WR108","8","2 out of 5","5 out of 5","2 out of 5 stars","-12"
"316",10,"Will Shipley",PHI,"RB98","10","-","-","4 out of 5 stars","-"
"317",10,"Darren Waller",CAR,"TE37","5","-","-","2 out of 5 stars","-"
"318",10,"Jake Tonges",SF,"TE38","8","-","-","3 out of 5 stars","-44"
"319",10,"DeMario Douglas",NE,"WR109","11","-","-","2 out of 5 stars","-"
"320",10,"Darnell Washington",PIT,"TE39","9","-","-","2 out of 5 stars","-"
"321",10,"Andrei Iosivas",CIN,"WR110","6","-","-","4 out of 5 stars","-"
"322",10,"Tyreek Hill",FA,"WR111","-","1 out of 5","5 out of 5","-","-115"
"323",10,"Michael Mayer",LV,"TE40","13","-","-","3 out of 5 stars","-"
"324",10,"Jahan Dotson",ATL,"WR112","11","-","-","3 out of 5 stars","-10"
"325",10,"Oscar Delp",NO,"TE41","8","4 out of 5","4 out of 5","2 out of 5 stars","-"
"326",10,"Charlie Kolar",LAC,"TE42","7","-","-","4 out of 5 stars","-"
"327",10,"Elijah Arroyo",SEA,"TE43","11","-","-","3 out of 5 stars","-"
"328",10,"Erick All Jr.",CIN,"TE44","6","-","-","3 out of 5 stars","-"
"329",10,"Bryce Lance",NO,"WR113","8","-","-","3 out of 5 stars","-"
"330",10,"Kareem Hunt",FA,"RB99","-","-","-","-","-38"
"331",10,"Carson Beck",ARI,"QB36","14","-","-","2 out of 5 stars","-"
"332",10,"Jalen Tolbert",MIA,"WR114","6","-","-","3 out of 5 stars","-33"
"333",10,"Eli Raridon",NE,"TE45","11","-","-","4 out of 5 stars","-"
"334",10,"Xavier Hutchinson",HOU,"WR115","8","-","-","3 out of 5 stars","-"
"335",10,"Cole Kmet",CHI,"TE46","10","-","-","2 out of 5 stars","-"
"336",10,"Joe Mixon",FA,"RB100","-","-","-","-","-"
"337",11,"Dallas Cowboys",DAL,"DST22","14","-","-","1 out of 5 stars","-135"
"338",11,"Dawson Knox",BUF,"TE47","7","-","-","3 out of 5 stars","-"
"339",11,"J.J. McCarthy",MIN,"QB37","6","-","-","5 out of 5 stars","-"
"340",11,"Brenen Thompson",LAC,"WR116","7","-","-","2 out of 5 stars","-"
"341",11,"Luke McCaffrey",WAS,"WR117","7","-","-","2 out of 5 stars","-"
"342",11,"Konata Mumpfield",LAR,"WR118","11","-","-","1 out of 5 stars","-"
"343",11,"Tyler Higbee",LAR,"TE48","11","-","-","4 out of 5 stars","-"
"344",11,"Tez Johnson",TB,"WR119","10","-","-","4 out of 5 stars","-"
"345",11,"Noah Gray",KC,"TE49","5","-","-","4 out of 5 stars","-"
"346",11,"Cedric Tillman",FA,"WR120","-","-","-","-","-"
"347",11,"Kendrick Bourne",ARI,"WR121","14","-","-","2 out of 5 stars","-"
"348",11,"Jalen Royals",KC,"WR122","5","-","-","2 out of 5 stars","-"
"349",11,"Mac Jones",SF,"QB38","8","-","-","1 out of 5 stars","-"
"350",11,"Joshua Palmer",BUF,"WR123","7","-","-","4 out of 5 stars","-"
"351",11,"Olamide Zaccheaus",ATL,"WR124","11","-","-","3 out of 5 stars","-"
"352",11,"Max Klare",LAR,"TE50","11","-","-","4 out of 5 stars","-"
"353",11,"Bam Knight",ARI,"RB101","14","-","-","2 out of 5 stars","-"
"354",11,"Treylon Burks",WAS,"WR125","7","-","-","2 out of 5 stars","-"
"355",11,"Ja'Tavion Sanders",CAR,"TE51","5","-","-","2 out of 5 stars","-"
"356",11,"Chris Brazzell II",CAR,"WR126","5","-","-","2 out of 5 stars","-"
"357",11,"Jake Elliott",PHI,"K19","10","-","-","5 out of 5 stars","-115"
"358",11,"Justin Fields",KC,"QB39","5","-","-","2 out of 5 stars","-"
"359",11,"Eli Heidenreich",PIT,"RB102","9","-","-","2 out of 5 stars","-"
"360",11,"Carolina Panthers",CAR,"DST23","5","-","-","3 out of 5 stars","-"
"361",11,"Jawhar Jordan",HOU,"RB103","8","-","-","4 out of 5 stars","-"
"362",11,"Tyler Bass",BUF,"K20","7","-","-","2 out of 5 stars","-117"
"363",11,"Ty Simpson",LAR,"QB40","11","-","-","3 out of 5 stars","-"
"364",11,"Michael Carter",TEN,"RB104","9","-","-","3 out of 5 stars","-"
"365",11,"Savion Williams",GB,"WR127","11","-","-","5 out of 5 stars","-"
"366",11,"Malik Benson",LV,"WR128","13","-","-","2 out of 5 stars","-"
"367",11,"Justin Joly",DEN,"TE52","10","-","-","4 out of 5 stars","-"
"368",11,"Raheim Sanders",CLE,"RB105","11","-","-","3 out of 5 stars","-"
"369",11,"Dont'e Thornton Jr.",LV,"WR129","13","-","-","2 out of 5 stars","-"
"370",11,"KaVontae Turpin",DAL,"WR130","14","-","-","2 out of 5 stars","-"
"371",11,"Roman Wilson",PIT,"WR131","9","-","-","3 out of 5 stars","-"
"372",11,"New York Giants",NYG,"DST24","8","-","-","1 out of 5 stars","-140"
"373",11,"Kalif Raymond",CHI,"WR132","10","-","-","3 out of 5 stars","-"
"374",11,"Anthony Richardson Sr.",IND,"QB41","13","-","-","4 out of 5 stars","-"
"375",11,"Zavion Thomas",CHI,"WR133","10","-","-","3 out of 5 stars","-"
"376",11,"Colbie Young",CIN,"WR134","6","-","-","4 out of 5 stars","-"
"377",11,"Kevin Coleman Jr.",MIA,"WR135","6","-","-","3 out of 5 stars","-"
"378",11,"Joe Flacco",CIN,"QB42","6","-","-","3 out of 5 stars","-"
"379",11,"Trey Smack",GB,"K21","11","-","-","4 out of 5 stars","-165"
"380",11,"Tampa Bay Buccaneers",TB,"DST25","10","-","-","4 out of 5 stars","-"
"381",11,"Noah Fant",NO,"TE53","8","-","-","2 out of 5 stars","-"
"382",11,"CJ Daniels",LAR,"WR136","11","-","-","1 out of 5 stars","-"
"383",11,"Jaylin Lane",WAS,"WR137","7","-","-","2 out of 5 stars","-"
"384",11,"Roschon Johnson",CHI,"RB106","10","-","-","2 out of 5 stars","-"
"385",11,"Tennessee Titans",TEN,"DST26","9","-","-","2 out of 5 stars","-"
"386",11,"Zane Gonzalez",FA,"K22","-","-","-","-","-"
"387",11,"Tommy Tremble",CAR,"TE54","5","-","-","2 out of 5 stars","-"
"388",11,"Jordan Whittington",LAR,"WR138","11","-","-","1 out of 5 stars","-"
"389",11,"Luke Musgrave",GB,"TE55","11","-","-","2 out of 5 stars","-"
"390",11,"Cincinnati Bengals",CIN,"DST27","6","-","-","4 out of 5 stars","-"
"391",11,"Joe Milton III",DAL,"QB43","14","-","-","2 out of 5 stars","-"
"392",11,"Devontez Walker",BAL,"WR139","13","-","-","4 out of 5 stars","-"
"393",11,"Nick Westbrook-Ikhine",IND,"WR140","13","-","-","4 out of 5 stars","-"
"394",11,"Austin Hooper",ATL,"TE56","11","-","-","3 out of 5 stars","-"
"395",11,"John Metchie III",CAR,"WR141","5","-","-","2 out of 5 stars","-"
"396",11,"Demarcus Robinson",SF,"WR142","8","-","-","2 out of 5 stars","-"
"397",11,"Jam Miller",NE,"RB107","11","-","-","2 out of 5 stars","-"
"398",11,"J'Mari Taylor",JAC,"RB108","7","-","-","4 out of 5 stars","-"
"399",11,"Phil Mafah",DAL,"RB109","14","-","-","4 out of 5 stars","-"
"400",11,"Mitchell Evans",CAR,"TE57","5","-","-","2 out of 5 stars","-"
"401",11,"Ben Sinnott",WAS,"TE58","7","-","-","1 out of 5 stars","-"
"402",11,"Daniel Bellinger",TEN,"TE59","9","-","-","3 out of 5 stars","-"
"403",11,"Greg Dortch",DET,"WR143","6","-","-","4 out of 5 stars","-"
"404",11,"Jameis Winston",NYG,"QB44","8","-","-","4 out of 5 stars","-"
"405",11,"Rasheen Ali",BAL,"RB110","13","-","-","3 out of 5 stars","-"
"406",11,"Marcus Mariota",WAS,"QB45","7","-","-","2 out of 5 stars","-"
"407",11,"Barion Brown",NO,"WR144","8","-","-","3 out of 5 stars","-"
"408",11,"Tutu Atwell",LAR,"WR145","11","-","-","1 out of 5 stars","-"
"409",11,"Miami Dolphins",MIA,"DST28","6","-","-","3 out of 5 stars","-"
"410",11,"Ashton Dulin",IND,"WR146","13","-","-","4 out of 5 stars","-"
"411",11,"Kyle Juszczyk",SF,"RB111","8","-","-","2 out of 5 stars","-"
"412",11,"Sione Vaki",DET,"RB112","6","-","-","5 out of 5 stars","-"
"413",11,"Nick Folk",ATL,"K23","11","-","-","0 out of 5 stars","-167"
"414",11,"Deion Burks",IND,"WR147","13","-","-","4 out of 5 stars","-"
"415",11,"Dyami Brown",WAS,"WR148","7","-","-","2 out of 5 stars","-"
"416",11,"Cade Klubnik",NYJ,"QB46","13","-","-","4 out of 5 stars","-"
"417",12,"John Bates",WAS,"TE60","7","-","-","1 out of 5 stars","-133"
"418",12,"Austin Ekeler",FA,"RB113","-","-","-","-","-170"
"419",12,"Elijah Higgins",ARI,"TE61","14","-","-","2 out of 5 stars","-"
"420",12,"Marlin Klein",HOU,"TE62","8","-","-","4 out of 5 stars","-"
"421",12,"Zavier Scott",MIN,"RB114","6","-","-","4 out of 5 stars","-"
"422",12,"Dameon Pierce",PHI,"RB115","10","-","-","4 out of 5 stars","-"
"423",12,"Damien Martinez",GB,"RB116","11","-","-","4 out of 5 stars","-"
"424",12,"Las Vegas Raiders",LV,"DST29","13","-","-","4 out of 5 stars","-"
"425",12,"Terrell Jennings",FA,"RB117","-","-","-","-","-"
"426",12,"Daniel Carlson",NO,"K24","8","-","-","5 out of 5 stars","-"
"427",12,"Will Kacmarek",MIA,"TE63","6","-","-","5 out of 5 stars","-"
"428",12,"Tanner Koziol",JAC,"TE64","7","-","-","3 out of 5 stars","-"
"429",12,"Jackson Hawes",BUF,"TE65","7","-","-","3 out of 5 stars","-"
"430",12,"Blake Grupe",IND,"K25","13","-","-","4 out of 5 stars","-"
"431",12,"Odell Beckham Jr.",NYG,"WR149","8","-","-","4 out of 5 stars","-"
"432",12,"Tyler Goodson",ATL,"RB118","11","-","-","2 out of 5 stars","-110"
"433",12,"Chad Ryland",ARI,"K26","14","-","-","2 out of 5 stars","-"
"434",12,"Joey Slye",TEN,"K27","9","-","-","4 out of 5 stars","-"
"435",12,"Ryan Fitzgerald",CAR,"K28","5","-","-","0 out of 5 stars","-"
"436",12,"Brandon McManus",FA,"K29","-","-","-","-","-"
"437",12,"Josh Oliver",MIN,"TE66","6","-","-","4 out of 5 stars","-"
"438",12,"Washington Commanders",WAS,"DST30","7","-","-","2 out of 5 stars","-"
"439",12,"Adam Trautman",DEN,"TE67","10","-","-","4 out of 5 stars","-"
"440",12,"New York Jets",NYJ,"DST31","13","-","-","4 out of 5 stars","-"
"441",12,"Arizona Cardinals",ARI,"DST32","14","-","-","2 out of 5 stars","-"
"442",12,"Isaiah Williams",FA,"WR150","-","-","-","-","-"
"443",12,"Jahdae Walker",CHI,"WR151","10","-","-","3 out of 5 stars","-"
"444",12,"Tai Felton",MIN,"WR152","6","-","-","5 out of 5 stars","-"
"445",12,"Jimmy Horn Jr.",CAR,"WR153","5","-","-","2 out of 5 stars","-"
"446",12,"Ben Sauls",NYG,"K30","8","-","-","2 out of 5 stars","-"
"447",12,"Hunter Luepke",DAL,"RB119","14","-","-","4 out of 5 stars","-"
"448",12,"Spencer Shrader",IND,"K31","13","-","-","4 out of 5 stars","-"
"449",12,"Tommy Myers",FA,"TE68","-","-","-","-","-"
"450",12,"Marquez Valdes-Scantling",DAL,"WR154","14","-","-","2 out of 5 stars","-"
